,fuzzer,covered_targets,time,target,covered_edges,rank,micro_benchmark
9204,aflplusplus,26,60,26,935,1,libpng-1.2.56-IDX33
9205,entropic,26,60,26,934,2,libpng-1.2.56-IDX33
9206,honggfuzz,26,60,26,912,3,libpng-1.2.56-IDX33
9207,afl,26,60,26,893,4,libpng-1.2.56-IDX33
9208,eclipser,26,60,26,883,5,libpng-1.2.56-IDX33
9209,libfuzzer,26,540,26,962,6,libpng-1.2.56-IDX33
9210,entropic,162,60,162,3589,1,bloaty_fuzz_target-IDX57
9211,aflplusplus,162,60,162,3502,2,bloaty_fuzz_target-IDX57
9212,honggfuzz,162,120,162,3709,3,bloaty_fuzz_target-IDX57
9213,libfuzzer,162,120,162,3654,4,bloaty_fuzz_target-IDX57
9214,afl,162,180,162,3638,5,bloaty_fuzz_target-IDX57
9215,eclipser,162,540,162,4048,6,bloaty_fuzz_target-IDX57
9216,afl,34,60,34,4028,1,libxml2-v2.9.2-IDX2
9217,eclipser,34,60,34,3852,2,libxml2-v2.9.2-IDX2
9218,entropic,34,60,34,3717,3,libxml2-v2.9.2-IDX2
9219,honggfuzz,34,120,34,5534,4,libxml2-v2.9.2-IDX2
9220,libfuzzer,34,180,34,4155,5,libxml2-v2.9.2-IDX2
9221,aflplusplus,33,60,34,3459,6,libxml2-v2.9.2-IDX2
9222,libfuzzer,31,60,32,2248,1,proj4-2017-08-14-IDX63
9223,entropic,31,60,32,1940,2,proj4-2017-08-14-IDX63
9224,eclipser,31,60,32,1276,3,proj4-2017-08-14-IDX63
9225,aflplusplus,31,120,32,1823,4,proj4-2017-08-14-IDX63
9226,honggfuzz,31,180,32,2285,5,proj4-2017-08-14-IDX63
9227,afl,31,180,32,1408,6,proj4-2017-08-14-IDX63
9228,entropic,170,180,176,2762,1,proj4-2017-08-14-IDX97
9229,libfuzzer,170,480,176,3014,2,proj4-2017-08-14-IDX97
9230,aflplusplus,170,840,176,2627,3,proj4-2017-08-14-IDX97
9231,afl,169,360,176,2250,4,proj4-2017-08-14-IDX97
9232,honggfuzz,169,480,176,2461,5,proj4-2017-08-14-IDX97
9233,eclipser,166,300,176,2047,6,proj4-2017-08-14-IDX97
9234,entropic,39,120,39,6590,1,sqlite3_ossfuzz-IDX40
9235,afl,39,180,39,6958,2,sqlite3_ossfuzz-IDX40
9236,libfuzzer,39,720,39,7463,3,sqlite3_ossfuzz-IDX40
9237,honggfuzz,39,780,39,7464,4,sqlite3_ossfuzz-IDX40
9238,eclipser,38,180,39,6824,5,sqlite3_ossfuzz-IDX40
9239,aflplusplus,38,540,39,7376,6,sqlite3_ossfuzz-IDX40
9240,aflplusplus,706,720,711,2176,1,libpcap_fuzz_both-IDX1
9241,libfuzzer,679,900,711,2061,2,libpcap_fuzz_both-IDX1
9242,afl,643,300,711,1863,3,libpcap_fuzz_both-IDX1
9243,honggfuzz,511,780,711,1687,4,libpcap_fuzz_both-IDX1
9244,eclipser,510,660,711,1559,5,libpcap_fuzz_both-IDX1
9245,entropic,476,900,711,1653,6,libpcap_fuzz_both-IDX1
9246,entropic,78,60,78,515,1,jsoncpp_jsoncpp_fuzzer-IDX7
9247,eclipser,78,60,78,511,2,jsoncpp_jsoncpp_fuzzer-IDX7
9248,libfuzzer,78,60,78,511,2,jsoncpp_jsoncpp_fuzzer-IDX7
9249,aflplusplus,78,60,78,509,3,jsoncpp_jsoncpp_fuzzer-IDX7
9250,afl,78,180,78,510,4,jsoncpp_jsoncpp_fuzzer-IDX7
9251,honggfuzz,78,540,78,514,5,jsoncpp_jsoncpp_fuzzer-IDX7
9252,aflplusplus,256,120,261,1889,1,libpcap_fuzz_both-IDX4
9253,honggfuzz,81,240,261,1553,2,libpcap_fuzz_both-IDX4
9254,afl,81,240,261,1547,3,libpcap_fuzz_both-IDX4
9255,libfuzzer,81,300,261,1528,4,libpcap_fuzz_both-IDX4
9256,entropic,81,420,261,1520,5,libpcap_fuzz_both-IDX4
9257,eclipser,64,240,261,1453,6,libpcap_fuzz_both-IDX4
9258,libfuzzer,262,60,262,6539,1,libxslt_xpath-IDX7
9259,eclipser,262,60,262,6480,2,libxslt_xpath-IDX7
9260,aflplusplus,262,60,262,6418,3,libxslt_xpath-IDX7
9261,entropic,262,60,262,6094,4,libxslt_xpath-IDX7
9262,honggfuzz,262,120,262,6413,5,libxslt_xpath-IDX7
9263,afl,262,180,262,6799,6,libxslt_xpath-IDX7
9264,aflplusplus,19,60,19,1221,1,lcms-2017-03-21-IDX92
9265,afl,19,60,19,809,2,lcms-2017-03-21-IDX92
9266,eclipser,19,60,19,805,3,lcms-2017-03-21-IDX92
9267,entropic,19,60,19,800,4,lcms-2017-03-21-IDX92
9268,honggfuzz,19,60,19,798,5,lcms-2017-03-21-IDX92
9269,libfuzzer,19,60,19,783,6,lcms-2017-03-21-IDX92
9270,aflplusplus,98,360,166,2832,1,openssl_x509-IDX30
9271,libfuzzer,98,780,166,2961,2,openssl_x509-IDX30
9272,afl,98,840,166,3044,3,openssl_x509-IDX30
9273,entropic,97,360,166,2810,4,openssl_x509-IDX30
9274,honggfuzz,96,180,166,2675,5,openssl_x509-IDX30
9275,eclipser,94,600,166,2748,6,openssl_x509-IDX30
9276,honggfuzz,262,60,262,2426,1,freetype2-2017-IDX95
9277,eclipser,262,60,262,1834,2,freetype2-2017-IDX95
9278,afl,262,120,262,1496,3,freetype2-2017-IDX95
9279,entropic,262,660,262,2168,4,freetype2-2017-IDX95
9280,aflplusplus,245,60,262,1227,5,freetype2-2017-IDX95
9281,libfuzzer,92,60,262,1365,6,freetype2-2017-IDX95
9282,entropic,21,60,21,2306,1,proj4-2017-08-14-IDX38
9283,libfuzzer,21,60,21,1960,2,proj4-2017-08-14-IDX38
9284,honggfuzz,21,60,21,1785,3,proj4-2017-08-14-IDX38
9285,eclipser,21,60,21,1768,4,proj4-2017-08-14-IDX38
9286,afl,21,60,21,1668,5,proj4-2017-08-14-IDX38
9287,aflplusplus,21,60,21,1585,6,proj4-2017-08-14-IDX38
9288,honggfuzz,64,120,440,4771,1,curl_curl_fuzzer_http-IDX57
9289,aflplusplus,64,360,440,4212,2,curl_curl_fuzzer_http-IDX57
9290,afl,62,540,440,4725,3,curl_curl_fuzzer_http-IDX57
9291,entropic,62,900,440,4734,4,curl_curl_fuzzer_http-IDX57
9292,eclipser,61,780,440,4344,5,curl_curl_fuzzer_http-IDX57
9293,libfuzzer,60,300,440,4284,6,curl_curl_fuzzer_http-IDX57
9294,aflplusplus,97,420,99,4183,1,freetype2-2017-IDX82
9295,afl,89,780,99,3301,2,freetype2-2017-IDX82
9296,honggfuzz,79,180,99,4116,3,freetype2-2017-IDX82
9297,entropic,71,480,99,3630,4,freetype2-2017-IDX82
9298,libfuzzer,63,120,99,3129,5,freetype2-2017-IDX82
9299,eclipser,63,600,99,3477,6,freetype2-2017-IDX82
9300,aflplusplus,219,420,434,3156,1,harfbuzz-1.3.2-IDX63
9301,honggfuzz,198,780,434,3000,2,harfbuzz-1.3.2-IDX63
9302,eclipser,194,300,434,2979,3,harfbuzz-1.3.2-IDX63
9303,afl,180,60,434,2857,4,harfbuzz-1.3.2-IDX63
9304,libfuzzer,180,60,434,2840,5,harfbuzz-1.3.2-IDX63
9305,entropic,180,120,434,2872,6,harfbuzz-1.3.2-IDX63
9306,eclipser,571,900,1128,8990,1,sqlite3_ossfuzz-IDX41
9307,afl,474,900,1128,8462,2,sqlite3_ossfuzz-IDX41
9308,aflplusplus,439,900,1128,8450,3,sqlite3_ossfuzz-IDX41
9309,honggfuzz,438,720,1128,8810,4,sqlite3_ossfuzz-IDX41
9310,entropic,294,720,1128,8502,5,sqlite3_ossfuzz-IDX41
9311,libfuzzer,241,780,1128,8041,6,sqlite3_ossfuzz-IDX41
9312,honggfuzz,56,300,535,1709,1,openssl_x509-IDX32
9313,entropic,54,180,535,1733,2,openssl_x509-IDX32
9314,aflplusplus,54,300,535,1763,3,openssl_x509-IDX32
9315,afl,54,600,535,1738,4,openssl_x509-IDX32
9316,libfuzzer,54,660,535,1816,5,openssl_x509-IDX32
9317,eclipser,51,60,535,1713,6,openssl_x509-IDX32
9318,afl,61,900,995,1325,1,bloaty_fuzz_target-IDX83
9319,eclipser,58,240,995,1416,2,bloaty_fuzz_target-IDX83
9320,honggfuzz,53,420,995,1405,3,bloaty_fuzz_target-IDX83
9321,libfuzzer,48,660,995,1633,4,bloaty_fuzz_target-IDX83
9322,aflplusplus,45,180,995,1233,5,bloaty_fuzz_target-IDX83
9323,entropic,41,720,995,1684,6,bloaty_fuzz_target-IDX83
9324,entropic,58,60,81,1983,1,proj4-2017-08-14-IDX76
9325,libfuzzer,58,60,81,1925,2,proj4-2017-08-14-IDX76
9326,honggfuzz,58,60,81,1357,3,proj4-2017-08-14-IDX76
9327,afl,58,60,81,1238,4,proj4-2017-08-14-IDX76
9328,eclipser,58,60,81,1187,5,proj4-2017-08-14-IDX76
9329,aflplusplus,58,60,81,521,6,proj4-2017-08-14-IDX76
9330,aflplusplus,340,780,392,10103,1,php_php-fuzz-parser-IDX91
9331,eclipser,340,840,392,9658,2,php_php-fuzz-parser-IDX91
9332,afl,333,780,392,10478,3,php_php-fuzz-parser-IDX91
9333,entropic,326,720,392,10271,4,php_php-fuzz-parser-IDX91
9334,honggfuzz,321,900,392,10369,5,php_php-fuzz-parser-IDX91
9335,libfuzzer,239,480,392,10034,6,php_php-fuzz-parser-IDX91
9336,aflplusplus,219,60,249,749,1,libpng-1.2.56-IDX62
9337,honggfuzz,174,660,249,667,2,libpng-1.2.56-IDX62
9338,libfuzzer,163,60,249,661,3,libpng-1.2.56-IDX62
9339,entropic,163,60,249,660,4,libpng-1.2.56-IDX62
9340,afl,163,420,249,599,5,libpng-1.2.56-IDX62
9341,eclipser,163,540,249,579,6,libpng-1.2.56-IDX62
9342,afl,12,60,12,2185,1,mbedtls_fuzz_dtlsclient-IDX42
9343,eclipser,12,60,12,2157,2,mbedtls_fuzz_dtlsclient-IDX42
9344,entropic,12,120,12,2166,3,mbedtls_fuzz_dtlsclient-IDX42
9345,honggfuzz,12,120,12,2164,4,mbedtls_fuzz_dtlsclient-IDX42
9346,aflplusplus,12,420,12,2232,5,mbedtls_fuzz_dtlsclient-IDX42
9347,libfuzzer,12,600,12,2216,6,mbedtls_fuzz_dtlsclient-IDX42
9348,aflplusplus,13,60,13,1773,1,libjpeg-turbo-07-2017-IDX75
9349,afl,13,60,13,1666,2,libjpeg-turbo-07-2017-IDX75
9350,libfuzzer,13,60,13,1539,3,libjpeg-turbo-07-2017-IDX75
9351,eclipser,13,60,13,1495,4,libjpeg-turbo-07-2017-IDX75
9352,entropic,13,60,13,1384,5,libjpeg-turbo-07-2017-IDX75
9353,honggfuzz,13,60,13,1307,6,libjpeg-turbo-07-2017-IDX75
9354,aflplusplus,202,60,202,2034,1,libpcap_fuzz_both-IDX11
9355,afl,202,60,202,2015,2,libpcap_fuzz_both-IDX11
9356,eclipser,202,60,202,1956,3,libpcap_fuzz_both-IDX11
9357,libfuzzer,202,60,202,1922,4,libpcap_fuzz_both-IDX11
9358,honggfuzz,202,60,202,1913,5,libpcap_fuzz_both-IDX11
9359,entropic,202,120,202,2024,6,libpcap_fuzz_both-IDX11
9360,aflplusplus,95,60,95,1694,1,libjpeg-turbo-07-2017-IDX21
9361,eclipser,95,120,95,1464,2,libjpeg-turbo-07-2017-IDX21
9362,afl,95,540,95,1718,3,libjpeg-turbo-07-2017-IDX21
9363,libfuzzer,52,660,95,1216,4,libjpeg-turbo-07-2017-IDX21
9364,entropic,42,840,95,1224,5,libjpeg-turbo-07-2017-IDX21
9365,honggfuzz,37,900,95,1390,6,libjpeg-turbo-07-2017-IDX21
9366,honggfuzz,287,900,371,4867,1,harfbuzz-1.3.2-IDX97
9367,aflplusplus,266,660,371,4351,2,harfbuzz-1.3.2-IDX97
9368,afl,263,420,371,4777,3,harfbuzz-1.3.2-IDX97
9369,eclipser,248,780,371,5208,4,harfbuzz-1.3.2-IDX97
9370,entropic,192,420,371,3997,5,harfbuzz-1.3.2-IDX97
9371,libfuzzer,189,540,371,4108,6,harfbuzz-1.3.2-IDX97
9372,libfuzzer,119,60,119,2370,1,re2-2014-12-09-IDX1
9373,honggfuzz,119,60,119,2321,2,re2-2014-12-09-IDX1
9374,aflplusplus,119,60,119,2226,3,re2-2014-12-09-IDX1
9375,eclipser,119,60,119,2223,4,re2-2014-12-09-IDX1
9376,entropic,119,60,119,2173,5,re2-2014-12-09-IDX1
9377,afl,119,60,119,2104,6,re2-2014-12-09-IDX1
9378,honggfuzz,62,360,335,1409,1,bloaty_fuzz_target-IDX98
9379,entropic,59,120,335,1403,2,bloaty_fuzz_target-IDX98
9380,aflplusplus,35,180,335,1244,3,bloaty_fuzz_target-IDX98
9381,afl,34,180,335,1113,4,bloaty_fuzz_target-IDX98
9382,eclipser,33,120,335,1269,5,bloaty_fuzz_target-IDX98
9383,libfuzzer,32,840,335,1504,6,bloaty_fuzz_target-IDX98
9384,aflplusplus,52,60,52,2065,1,libpcap_fuzz_both-IDX83
9385,eclipser,52,60,52,1965,2,libpcap_fuzz_both-IDX83
9386,afl,52,60,52,1926,3,libpcap_fuzz_both-IDX83
9387,entropic,52,60,52,1919,4,libpcap_fuzz_both-IDX83
9388,libfuzzer,52,120,52,1985,5,libpcap_fuzz_both-IDX83
9389,honggfuzz,51,180,52,1948,6,libpcap_fuzz_both-IDX83
9390,honggfuzz,253,900,561,6414,1,libxml2-v2.9.2-IDX18
9391,aflplusplus,239,900,561,5325,2,libxml2-v2.9.2-IDX18
9392,entropic,222,720,561,5382,3,libxml2-v2.9.2-IDX18
9393,eclipser,199,780,561,5052,4,libxml2-v2.9.2-IDX18
9394,afl,160,240,561,4104,5,libxml2-v2.9.2-IDX18
9395,libfuzzer,78,540,561,4058,6,libxml2-v2.9.2-IDX18
9396,aflplusplus,451,840,1113,2864,1,freetype2-2017-IDX30
9397,honggfuzz,402,720,1113,3710,2,freetype2-2017-IDX30
9398,eclipser,344,780,1113,2989,3,freetype2-2017-IDX30
9399,afl,319,180,1113,1586,4,freetype2-2017-IDX30
9400,libfuzzer,200,660,1113,2242,5,freetype2-2017-IDX30
9401,entropic,196,120,1113,1786,6,freetype2-2017-IDX30
9402,honggfuzz,1,60,1,1471,1,libpcap_fuzz_both-IDX63
9403,libfuzzer,1,60,1,1082,2,libpcap_fuzz_both-IDX63
9404,aflplusplus,1,60,1,1050,3,libpcap_fuzz_both-IDX63
9405,entropic,1,60,1,1042,4,libpcap_fuzz_both-IDX63
9406,eclipser,1,60,1,1026,5,libpcap_fuzz_both-IDX63
9407,afl,1,60,1,1005,6,libpcap_fuzz_both-IDX63
9408,afl,15,60,37,3808,1,bloaty_fuzz_target-IDX85
9409,aflplusplus,15,60,37,3747,2,bloaty_fuzz_target-IDX85
9410,honggfuzz,15,60,37,3583,3,bloaty_fuzz_target-IDX85
9411,eclipser,15,60,37,3562,4,bloaty_fuzz_target-IDX85
9412,entropic,15,60,37,3495,5,bloaty_fuzz_target-IDX85
9413,libfuzzer,15,60,37,3471,6,bloaty_fuzz_target-IDX85
9414,entropic,301,420,301,5406,1,libxml2-v2.9.2-IDX97
9415,aflplusplus,296,420,301,4660,2,libxml2-v2.9.2-IDX97
9416,honggfuzz,294,360,301,6184,3,libxml2-v2.9.2-IDX97
9417,eclipser,294,600,301,5736,4,libxml2-v2.9.2-IDX97
9418,afl,293,660,301,5537,5,libxml2-v2.9.2-IDX97
9419,libfuzzer,268,840,301,4429,6,libxml2-v2.9.2-IDX97
9420,entropic,26,180,28,2614,1,proj4-2017-08-14-IDX34
9421,honggfuzz,26,180,28,2489,2,proj4-2017-08-14-IDX34
9422,libfuzzer,26,240,28,2907,3,proj4-2017-08-14-IDX34
9423,afl,21,60,28,1668,4,proj4-2017-08-14-IDX34
9424,eclipser,21,60,28,1591,5,proj4-2017-08-14-IDX34
9425,aflplusplus,21,60,28,1390,6,proj4-2017-08-14-IDX34
9426,honggfuzz,6,60,6,1095,1,vorbis-2017-12-11-IDX79
9427,eclipser,6,120,6,1098,2,vorbis-2017-12-11-IDX79
9428,afl,6,360,6,1126,3,vorbis-2017-12-11-IDX79
9429,aflplusplus,6,540,6,1157,4,vorbis-2017-12-11-IDX79
9430,entropic,6,600,6,1126,5,vorbis-2017-12-11-IDX79
9431,libfuzzer,1,60,6,1074,6,vorbis-2017-12-11-IDX79
9432,aflplusplus,27,60,27,8840,1,sqlite3_ossfuzz-IDX3
9433,libfuzzer,27,60,27,8387,2,sqlite3_ossfuzz-IDX3
9434,eclipser,27,60,27,8309,3,sqlite3_ossfuzz-IDX3
9435,afl,27,60,27,8302,4,sqlite3_ossfuzz-IDX3
9436,honggfuzz,27,60,27,8248,5,sqlite3_ossfuzz-IDX3
9437,entropic,27,60,27,8186,6,sqlite3_ossfuzz-IDX3
9438,entropic,48,840,339,2050,1,openthread-2019-12-23-IDX23
9439,aflplusplus,47,120,339,2058,2,openthread-2019-12-23-IDX23
9440,libfuzzer,47,120,339,1988,3,openthread-2019-12-23-IDX23
9441,honggfuzz,31,120,339,1779,4,openthread-2019-12-23-IDX23
9442,afl,31,180,339,1834,5,openthread-2019-12-23-IDX23
9443,eclipser,31,420,339,1841,6,openthread-2019-12-23-IDX23
9444,libfuzzer,6,60,6,192,1,systemd_fuzz-link-parser-IDX57
9445,entropic,6,60,6,191,2,systemd_fuzz-link-parser-IDX57
9446,honggfuzz,6,60,6,191,2,systemd_fuzz-link-parser-IDX57
9447,eclipser,6,60,6,186,3,systemd_fuzz-link-parser-IDX57
9448,aflplusplus,6,60,6,178,4,systemd_fuzz-link-parser-IDX57
9449,afl,6,120,6,187,5,systemd_fuzz-link-parser-IDX57
9450,aflplusplus,42,660,352,1927,1,mbedtls_fuzz_dtlsclient-IDX40
9451,eclipser,24,540,352,1866,2,mbedtls_fuzz_dtlsclient-IDX40
9452,afl,23,60,352,1791,3,mbedtls_fuzz_dtlsclient-IDX40
9453,honggfuzz,23,60,352,1790,4,mbedtls_fuzz_dtlsclient-IDX40
9454,entropic,23,240,352,1776,5,mbedtls_fuzz_dtlsclient-IDX40
9455,libfuzzer,23,720,352,1831,6,mbedtls_fuzz_dtlsclient-IDX40
9456,aflplusplus,67,900,132,2649,1,openssl_x509-IDX12
9457,libfuzzer,65,720,132,2656,2,openssl_x509-IDX12
9458,afl,64,660,132,2621,3,openssl_x509-IDX12
9459,honggfuzz,63,300,132,2530,4,openssl_x509-IDX12
9460,entropic,63,420,132,2539,5,openssl_x509-IDX12
9461,eclipser,46,360,132,2510,6,openssl_x509-IDX12
9462,honggfuzz,58,240,67,962,1,libpng-1.2.56-IDX25
9463,afl,58,240,67,899,2,libpng-1.2.56-IDX25
9464,aflplusplus,57,60,67,976,3,libpng-1.2.56-IDX25
9465,eclipser,57,180,67,877,4,libpng-1.2.56-IDX25
9466,entropic,52,60,67,928,5,libpng-1.2.56-IDX25
9467,libfuzzer,52,780,67,900,6,libpng-1.2.56-IDX25
9468,aflplusplus,132,900,136,1577,1,mbedtls_fuzz_dtlsclient-IDX92
9469,eclipser,70,900,136,1469,2,mbedtls_fuzz_dtlsclient-IDX92
9470,afl,68,240,136,1462,3,mbedtls_fuzz_dtlsclient-IDX92
9471,entropic,62,60,136,1434,4,mbedtls_fuzz_dtlsclient-IDX92
9472,honggfuzz,62,240,136,1450,5,mbedtls_fuzz_dtlsclient-IDX92
9473,libfuzzer,58,360,136,1444,6,mbedtls_fuzz_dtlsclient-IDX92
9474,aflplusplus,246,60,246,1485,1,libpcap_fuzz_both-IDX18
9475,libfuzzer,246,60,246,1482,2,libpcap_fuzz_both-IDX18
9476,afl,246,60,246,1438,3,libpcap_fuzz_both-IDX18
9477,eclipser,246,60,246,1435,4,libpcap_fuzz_both-IDX18
9478,honggfuzz,246,60,246,1417,5,libpcap_fuzz_both-IDX18
9479,entropic,246,60,246,1409,6,libpcap_fuzz_both-IDX18
9480,honggfuzz,516,840,959,6003,1,freetype2-2017-IDX92
9481,aflplusplus,450,900,959,5027,2,freetype2-2017-IDX92
9482,afl,422,360,959,3974,3,freetype2-2017-IDX92
9483,entropic,421,540,959,4117,4,freetype2-2017-IDX92
9484,libfuzzer,404,780,959,3812,5,freetype2-2017-IDX92
9485,eclipser,398,720,959,4257,6,freetype2-2017-IDX92
9486,eclipser,14,780,86,1231,1,lcms-2017-03-21-IDX64
9487,aflplusplus,7,180,86,1218,2,lcms-2017-03-21-IDX64
9488,afl,7,420,86,1173,3,lcms-2017-03-21-IDX64
9489,honggfuzz,6,300,86,1146,4,lcms-2017-03-21-IDX64
9490,libfuzzer,5,180,86,1101,5,lcms-2017-03-21-IDX64
9491,entropic,4,120,86,1097,6,lcms-2017-03-21-IDX64
9492,entropic,10,60,27,137,1,systemd_fuzz-link-parser-IDX52
9493,libfuzzer,10,60,27,137,1,systemd_fuzz-link-parser-IDX52
9494,honggfuzz,10,60,27,132,2,systemd_fuzz-link-parser-IDX52
9495,afl,10,60,27,112,3,systemd_fuzz-link-parser-IDX52
9496,eclipser,10,60,27,111,4,systemd_fuzz-link-parser-IDX52
9497,aflplusplus,0,120,27,78,5,systemd_fuzz-link-parser-IDX52
9498,aflplusplus,28,60,87,1480,1,libjpeg-turbo-07-2017-IDX12
9499,eclipser,28,60,87,1247,2,libjpeg-turbo-07-2017-IDX12
9500,honggfuzz,28,180,87,1260,3,libjpeg-turbo-07-2017-IDX12
9501,afl,28,360,87,1457,4,libjpeg-turbo-07-2017-IDX12
9502,entropic,28,720,87,1480,5,libjpeg-turbo-07-2017-IDX12
9503,libfuzzer,11,60,87,1079,6,libjpeg-turbo-07-2017-IDX12
9504,aflplusplus,465,720,520,1183,1,lcms-2017-03-21-IDX53
9505,libfuzzer,417,540,520,604,2,lcms-2017-03-21-IDX53
9506,eclipser,407,780,520,567,3,lcms-2017-03-21-IDX53
9507,honggfuzz,407,840,520,601,4,lcms-2017-03-21-IDX53
9508,entropic,407,840,520,565,5,lcms-2017-03-21-IDX53
9509,afl,406,360,520,561,6,lcms-2017-03-21-IDX53
9510,afl,83,120,87,8055,1,sqlite3_ossfuzz-IDX45
9511,libfuzzer,83,120,87,7413,2,sqlite3_ossfuzz-IDX45
9512,entropic,83,180,87,8079,3,sqlite3_ossfuzz-IDX45
9513,eclipser,83,360,87,8589,4,sqlite3_ossfuzz-IDX45
9514,honggfuzz,83,900,87,9045,5,sqlite3_ossfuzz-IDX45
9515,aflplusplus,80,480,87,7565,6,sqlite3_ossfuzz-IDX45
9516,afl,18,60,18,1085,1,vorbis-2017-12-11-IDX27
9517,honggfuzz,18,60,18,1080,2,vorbis-2017-12-11-IDX27
9518,entropic,18,60,18,1077,3,vorbis-2017-12-11-IDX27
9519,aflplusplus,18,60,18,1067,4,vorbis-2017-12-11-IDX27
9520,libfuzzer,18,60,18,1064,5,vorbis-2017-12-11-IDX27
9521,eclipser,18,60,18,1051,6,vorbis-2017-12-11-IDX27
9522,aflplusplus,17,420,37,116,1,systemd_fuzz-link-parser-IDX99
9523,afl,17,720,37,127,2,systemd_fuzz-link-parser-IDX99
9524,entropic,17,720,37,125,3,systemd_fuzz-link-parser-IDX99
9525,eclipser,15,360,37,125,4,systemd_fuzz-link-parser-IDX99
9526,honggfuzz,15,360,37,118,5,systemd_fuzz-link-parser-IDX99
9527,libfuzzer,6,60,37,104,6,systemd_fuzz-link-parser-IDX99
9528,honggfuzz,118,600,802,393,1,vorbis-2017-12-11-IDX1
9529,entropic,55,120,802,299,2,vorbis-2017-12-11-IDX1
9530,libfuzzer,55,120,802,298,3,vorbis-2017-12-11-IDX1
9531,aflplusplus,42,600,802,272,4,vorbis-2017-12-11-IDX1
9532,afl,39,660,802,265,5,vorbis-2017-12-11-IDX1
9533,eclipser,39,900,802,267,6,vorbis-2017-12-11-IDX1
9534,entropic,86,420,505,1746,1,openssl_x509-IDX0
9535,libfuzzer,86,480,505,1770,2,openssl_x509-IDX0
9536,honggfuzz,69,240,505,1658,3,openssl_x509-IDX0
9537,eclipser,69,420,505,1651,4,openssl_x509-IDX0
9538,afl,68,60,505,1644,5,openssl_x509-IDX0
9539,aflplusplus,68,840,505,1649,6,openssl_x509-IDX0
9540,honggfuzz,88,600,89,1914,1,bloaty_fuzz_target-IDX54
9541,afl,87,660,89,1674,2,bloaty_fuzz_target-IDX54
9542,entropic,82,420,89,2034,3,bloaty_fuzz_target-IDX54
9543,libfuzzer,82,840,89,2015,4,bloaty_fuzz_target-IDX54
9544,eclipser,36,840,89,1705,5,bloaty_fuzz_target-IDX54
9545,aflplusplus,30,60,89,1498,6,bloaty_fuzz_target-IDX54
9546,eclipser,179,180,182,2073,1,libpcap_fuzz_both-IDX40
9547,libfuzzer,179,600,182,2133,2,libpcap_fuzz_both-IDX40
9548,honggfuzz,179,780,182,2217,3,libpcap_fuzz_both-IDX40
9549,afl,177,180,182,2102,4,libpcap_fuzz_both-IDX40
9550,aflplusplus,176,120,182,2101,5,libpcap_fuzz_both-IDX40
9551,entropic,175,420,182,2099,6,libpcap_fuzz_both-IDX40
9552,libfuzzer,129,60,129,2280,1,proj4-2017-08-14-IDX49
9553,entropic,129,120,129,2785,2,proj4-2017-08-14-IDX49
9554,aflplusplus,129,660,129,2723,3,proj4-2017-08-14-IDX49
9555,honggfuzz,124,300,129,2745,4,proj4-2017-08-14-IDX49
9556,afl,122,480,129,2055,5,proj4-2017-08-14-IDX49
9557,eclipser,120,720,129,2051,6,proj4-2017-08-14-IDX49
9558,honggfuzz,100,60,124,1749,1,proj4-2017-08-14-IDX26
9559,libfuzzer,92,60,124,2123,2,proj4-2017-08-14-IDX26
9560,aflplusplus,92,60,124,1826,3,proj4-2017-08-14-IDX26
9561,eclipser,92,60,124,1342,4,proj4-2017-08-14-IDX26
9562,entropic,92,120,124,2127,5,proj4-2017-08-14-IDX26
9563,afl,92,120,124,1564,6,proj4-2017-08-14-IDX26
9564,entropic,97,60,97,5839,1,libxslt_xpath-IDX17
9565,libfuzzer,97,60,97,5809,2,libxslt_xpath-IDX17
9566,aflplusplus,97,60,97,5799,3,libxslt_xpath-IDX17
9567,honggfuzz,97,60,97,5768,4,libxslt_xpath-IDX17
9568,eclipser,97,60,97,5561,5,libxslt_xpath-IDX17
9569,afl,97,60,97,5441,6,libxslt_xpath-IDX17
9570,afl,3,60,3,189,1,systemd_fuzz-link-parser-IDX18
9571,aflplusplus,3,60,3,189,1,systemd_fuzz-link-parser-IDX18
9572,honggfuzz,3,60,3,187,2,systemd_fuzz-link-parser-IDX18
9573,eclipser,3,60,3,180,3,systemd_fuzz-link-parser-IDX18
9574,libfuzzer,3,60,3,180,3,systemd_fuzz-link-parser-IDX18
9575,entropic,3,60,3,178,4,systemd_fuzz-link-parser-IDX18
9576,afl,6,120,6,1814,1,mbedtls_fuzz_dtlsclient-IDX20
9577,aflplusplus,6,480,6,1889,2,mbedtls_fuzz_dtlsclient-IDX20
9578,eclipser,6,600,6,1857,3,mbedtls_fuzz_dtlsclient-IDX20
9579,entropic,5,60,6,1801,4,mbedtls_fuzz_dtlsclient-IDX20
9580,honggfuzz,5,60,6,1790,5,mbedtls_fuzz_dtlsclient-IDX20
9581,libfuzzer,5,60,6,1746,6,mbedtls_fuzz_dtlsclient-IDX20
9582,entropic,209,60,209,2108,1,openthread-2019-12-23-IDX2
9583,eclipser,209,60,209,2076,2,openthread-2019-12-23-IDX2
9584,libfuzzer,209,60,209,2071,3,openthread-2019-12-23-IDX2
9585,honggfuzz,209,360,209,2065,4,openthread-2019-12-23-IDX2
9586,aflplusplus,209,600,209,2241,5,openthread-2019-12-23-IDX2
9587,afl,209,600,209,2144,6,openthread-2019-12-23-IDX2
